13fdfb1a47617e392c4264679e484f49,-21.565002785808197
1924dd74dc77c625b53c97b08506468e,-21.750050991905013
1924896c031228b6864f0fe3ab1c7976,-21.233541059012609
127d1aec94d96864abbabf416679240a,-21.356764020020528
14324a30643d8a0e029273340c498fcb,-21.341943659047594
110f74a005a14d1e101a61ac3d03256f,-20.901268579912955
179b1d21e4a1f332821302fdc26ee3a8,-21.382195364206982
123e173eeae475639a404bb832612d3f,-21.791235506188677
105ffb5f3b217ee2288497ca68349730,-21.839910715668466
109fd9219610049db1a11ef9a9d94bb1,-21.393593772011915
13488e0c71fc05bf730bbf7c24e57ea5,-21.554670372425996
154ab42ad97fbb47e51293e56bd332b2,-21.478370183431938
1598859082fb698444dccc377731c385,-21.463411728751119
17417ef94750be8a3b8b4cfc9a1ffd97,-21.96599453697144
145d982c5d4ce1fdc7890e64ef2c0475,-21.826138984062986
14039c660a86ef1bdd192abf0d82e1a2,-21.747032744245896
1921f135e085c1d3b0d8db2cf18bf389,-21.463411728751119
12086b301b300fcdd7a5113765601360,-22.093392917005488
19bc7b6b1dc6194177a696d4cf04485c,-21.212059296447382
17e333cb415dade446ee19d544fcf1cc,-21.344872106647458
16fdf2ea64af6c7064268a65f2abb75d,-20.881858328459224
1793853c21381a4b0d2187cf76b48af9,-21.345869793238123
153ae936497f8fcc38e979fb94569081,-21.436630235174359
131a0f0bff7e3d9c198437e7c46a6e0f,-21.558909072687385
11edcdc87433d0a4f27f75bee92859e3,-21.717755107056917
14734e04e5abfbeb09f6e6ff0021d74f,-20.419138145442965
17893cea20944c3b78470a4ae372dbbc,-21.189580649831527
13b395a5451a537876f2670ba709c6f9,-21.898942850324822
15a9b7f8f7bb8090c5ca6a990777a91d,-20.967848799732828
1118b344b1a783e5afc124a9c7d93aab,-21.669595910169626
118d464a202439f65e616f6b92061b93,-21.471415262279375
1951e8030a8dca8da7a0f4c8e94f2697,-20.470515949535589
13fbbb088f44151d0ffd4a163c6a3204,-20.473720290191288
154726e416d91816b47e821e280a78cc,-20.866313279722888
1996cdffc3275e99625a5ed055894f3d,-21.223074723282473
193f5d5f58ff7540f6064783d3803a8b,-20.982503295172481
19890ccf0fd12d51ecdae9d56e29f9f0,-21.128500623617995
180514dd1831007f152abc20caef6540,-20.918930915167266
1338506506b21f932503e3d5153690e7,-21.570311906342461
16a907a8532417c260ecb46693ca7a80,-20.821902972253302
174f264b5e314eb6da07bf18c7b78fb6,-21.619724004134376
171fb71f2c471df99863f6731dbc0577,-21.499572625627895
11842e71d3cd857b0f870df870b51c91,-21.520986046637624
113ee252eda9456ecf61d8f278f6cd64,-21.363393120164854
11cf3f970d18a94738a49a5b1ca26596,-20.789872079531325
15fc6a697415250b9b9bd23fc9f440f5,-21.441753174675998
1938d11fa9a1d1f33e64ff72b7508209,-21.437094460901893
18375dcd927450fb0cad8023ea1cbe54,-21.301185172257806
19cbd936a30d6250c397e898ec46c473,-21.525528019271501
160ea959b1e8c32e08b3c64d9adf97fa,-20.496153747820244
